id,family,file,line,column,match,status,evidence_or_reason,source_line,file_sha256
V9-0410,symbol,Sailune/CharacterSectionViews.swift,355,42,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Button(""新增時間序"", systemImage: SailuneSymbol.add.systemName) {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0411,button_style,Sailune/CharacterSectionViews.swift,358,13,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0412,copy,Sailune/CharacterSectionViews.swift,395,13,"Menu(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Menu(""新增外觀"") {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0413,button,Sailune/CharacterSectionViews.swift,396,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""服裝"") { add(.outfit) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0414,copy,Sailune/CharacterSectionViews.swift,396,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""服裝"") { add(.outfit) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0415,button,Sailune/CharacterSectionViews.swift,397,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""身體特徵"") { add(.bodyFeature) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0416,copy,Sailune/CharacterSectionViews.swift,397,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""身體特徵"") { add(.bodyFeature) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0417,copy,Sailune/CharacterSectionViews.swift,416,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""服裝"").tag(CharacterAppearanceKind.outfit.rawValue)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0418,copy,Sailune/CharacterSectionViews.swift,417,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""身體特徵"").tag(CharacterAppearanceKind.bodyFeature.rawValue)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0419,button,Sailune/CharacterSectionViews.swift,419,17,SailuneIconButton(,已共用,直接引用或定義共用按鈕元件；實際命中仍依代表畫面驗收。,SailuneIconButton(,58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0420,copy,Sailune/CharacterSectionViews.swift,421,28,SailuneActionCopy.deleteAppearance,已共用,使用或定義集中操作文案。,"label: SailuneActionCopy.deleteAppearance,",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0421,copy,Sailune/CharacterSectionViews.swift,426,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""外觀描述"").font(.caption).foregroundStyle(.secondary)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0422,editor,Sailune/CharacterSectionViews.swift,427,13,InsetTextEditor(,已共用,引用或定義共用多行編輯器；V9.1am 首行安全距仍待 U 核定。,"InsetTextEditor(text: $appearance.descriptionText, minHeight: 110)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0423,field,Sailune/CharacterSectionViews.swift,428,13,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,SailuneFormTextField(,58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0424,copy,Sailune/CharacterSectionViews.swift,433,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""時間定位"").font(.caption).foregroundStyle(.secondary)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0425,copy,Sailune/CharacterSectionViews.swift,456,13,"Menu(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Menu(""新增心理資料"") {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0426,button,Sailune/CharacterSectionViews.swift,457,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""性格"") { add(.personality) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0427,copy,Sailune/CharacterSectionViews.swift,457,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""性格"") { add(.personality) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0428,button,Sailune/CharacterSectionViews.swift,458,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""價值觀"") { add(.value) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0429,copy,Sailune/CharacterSectionViews.swift,458,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""價值觀"") { add(.value) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0430,button,Sailune/CharacterSectionViews.swift,459,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""動機"") { add(.motivation) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0431,copy,Sailune/CharacterSectionViews.swift,459,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""動機"") { add(.motivation) }",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0432,copy,Sailune/CharacterSectionViews.swift,478,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""性格"").tag(CharacterPsychologyKind.personality.rawValue)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0433,copy,Sailune/CharacterSectionViews.swift,479,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""價值觀"").tag(CharacterPsychologyKind.value.rawValue)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0434,copy,Sailune/CharacterSectionViews.swift,480,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""動機"").tag(CharacterPsychologyKind.motivation.rawValue)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0435,button,Sailune/CharacterSectionViews.swift,486,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(role: .destructive, action: onDelete) {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0436,copy,Sailune/CharacterSectionViews.swift,487,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""刪除心理資料"", systemImage: SailuneSymbol.delete.systemName)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0437,symbol,Sailune/CharacterSectionViews.swift,487,50,SailuneSymbol.delete,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""刪除心理資料"", systemImage: SailuneSymbol.delete.systemName)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0438,button_style,Sailune/CharacterSectionViews.swift,490,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0439,accessibility,Sailune/CharacterSectionViews.swift,491,17,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""刪除心理資料"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0440,field,Sailune/CharacterSectionViews.swift,494,13,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""內容"", text: $psychology.content)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0441,copy,Sailune/CharacterSectionViews.swift,497,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""時間定位"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0442,surface,Sailune/CharacterSectionViews.swift,507,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 8, style: .continuous))",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0443,surface,Sailune/CharacterSectionViews.swift,507,21,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 8, style: .continuous))",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0444,copy,Sailune/CharacterSectionViews.swift,557,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""選擇物品"").tag(Optional<UUID>.none)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0445,copy,Sailune/CharacterSectionViews.swift,570,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""只能連接既有物品與既有副本；建立、命名與改名請到物品設定。"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0446,symbol,Sailune/CharacterSectionViews.swift,595,43,SailuneSymbol.disclosure,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.disclosure.systemName),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0447,button_style,Sailune/CharacterSectionViews.swift,600,21,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0448,accessibility,Sailune/CharacterSectionViews.swift,601,21,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""前往物品設定"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0449,button,Sailune/CharacterSectionViews.swift,603,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(role: .destructive, action: onRemoveHolder) {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0450,symbol,Sailune/CharacterSectionViews.swift,604,39,SailuneSymbol.removeHolder,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.removeHolder.systemName),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0451,button_style,Sailune/CharacterSectionViews.swift,606,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0452,accessibility,Sailune/CharacterSectionViews.swift,607,17,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""移除持有人；副本仍保留"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0453,copy,Sailune/CharacterSectionViews.swift,609,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""物品設定：\(item.name.isEmpty ? ""未命名物品"" : item.name) · 數量 1"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0454,copy,Sailune/CharacterSectionViews.swift,639,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""選擇角色"").tag(Optional<UUID>.none)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0455,button,Sailune/CharacterSectionViews.swift,642,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""新增關係"", action: addRelationship).disabled(selectedTargetID == nil)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0456,copy,Sailune/CharacterSectionViews.swift,642,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""新增關係"", action: addRelationship).disabled(selectedTargetID == nil)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0457,field,Sailune/CharacterSectionViews.swift,669,17,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""關係類型"", text: $relationship.type)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0458,field,Sailune/CharacterSectionViews.swift,670,17,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""備註"", text: $relationship.note)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0459,button,Sailune/CharacterSectionViews.swift,671,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(role: .destructive, action: onDelete) { Image(systemName: SailuneSymbol.delete.systemName) }.buttonStyle(.plain)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0460,symbol,Sailune/CharacterSectionViews.swift,671,82,SailuneSymbol.delete,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Button(role: .destructive, action: onDelete) { Image(systemName: SailuneSymbol.delete.systemName) }.buttonStyle(.plain)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0461,button_style,Sailune/CharacterSectionViews.swift,671,116,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,"Button(role: .destructive, action: onDelete) { Image(systemName: SailuneSymbol.delete.systemName) }.buttonStyle(.plain)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0462,button,Sailune/CharacterSectionViews.swift,862,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(action: addEvent) {,58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0463,copy,Sailune/CharacterSectionViews.swift,863,17,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""新增事件"", systemImage: SailuneSymbol.add.systemName)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0464,symbol,Sailune/CharacterSectionViews.swift,863,44,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""新增事件"", systemImage: SailuneSymbol.add.systemName)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0465,button_style,Sailune/CharacterSectionViews.swift,865,13,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0466,dialog,Sailune/CharacterSectionViews.swift,867,9,.alert(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".alert(""無法刪除事件"", isPresented: Binding(",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0467,button,Sailune/CharacterSectionViews.swift,870,14,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,)) { Button(SailuneActionCopy.acknowledge) { deletionErrorMessage = nil } } message: {,58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0468,copy,Sailune/CharacterSectionViews.swift,870,21,SailuneActionCopy.acknowledge,已共用,使用或定義集中操作文案。,)) { Button(SailuneActionCopy.acknowledge) { deletionErrorMessage = nil } } message: {,58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0469,failure_path,Sailune/CharacterSectionViews.swift,896,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0470,field,Sailune/CharacterSectionViews.swift,921,17,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""事件標題"", text: $event.title)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0471,button,Sailune/CharacterSectionViews.swift,922,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(role: .destructive, action: onDelete) {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0472,symbol,Sailune/CharacterSectionViews.swift,923,39,SailuneSymbol.delete,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.delete.systemName),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0473,button_style,Sailune/CharacterSectionViews.swift,925,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0474,field,Sailune/CharacterSectionViews.swift,927,13,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""摘要"", text: $event.detail, axis: .vertical)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0475,button,Sailune/CharacterSectionViews.swift,934,25,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(candidate.realName.isEmpty ? ""未命名角色"" : candidate.realName) {",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0476,symbol,Sailune/CharacterSectionViews.swift,939,27,"systemName: ""person.badge.plus""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Image(systemName: ""person.badge.plus"")",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0477,symbol,Sailune/CharacterSectionViews.swift,954,107,SailuneSymbol.removeRelatedCharacter,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(related.realName.isEmpty ? ""未命名角色"" : related.realName, systemImage: SailuneSymbol.removeRelatedCharacter.systemName)",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0478,button_style,Sailune/CharacterSectionViews.swift,957,29,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0479,surface,Sailune/CharacterSectionViews.swift,964,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 8))",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0480,surface,Sailune/CharacterSectionViews.swift,964,21,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 8))",58eec14ec8af957b5454c1847c579a59be5ab3a007273981dd7c44f45952277b
V9-0481,surface,Sailune/CharacterTimelineProjectionView.swift,41,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(,fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0482,copy,Sailune/CharacterTimelineProjectionView.swift,72,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""\(value)"")",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0483,symbol,Sailune/CharacterTimelineProjectionView.swift,85,19,"systemName: ""figure.walk""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Image(systemName: ""figure.walk"")",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0484,copy,Sailune/CharacterTimelineProjectionView.swift,88,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""尚未踏入時間"")",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0485,copy,Sailune/CharacterTimelineProjectionView.swift,91,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""在右欄時間軸為這角色記錄事件後，其一生足跡將在此呈現。"")",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0486,copy,Sailune/CharacterTimelineProjectionView.swift,157,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""· 所在節點已隱藏"")",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0487,failure_path,Sailune/CharacterTimelineProjectionView.swift,173,17,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,catch { modelContext.rollback(); saveErrorMessage = error.localizedDescription },fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0488,surface,Sailune/CharacterTimelineProjectionView.swift,177,69,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.fill(event.isVisible ? Color.accentColor : Color.secondary.opacity(0.15)),fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0489,surface,Sailune/CharacterTimelineProjectionView.swift,181,65,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,"event.isVisible ? Color.clear : Color.secondary.opacity(0.4),",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0490,button_style,Sailune/CharacterTimelineProjectionView.swift,191,13,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0491,accessibility,Sailune/CharacterTimelineProjectionView.swift,192,13,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""顯示於主時間軸"")",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0492,surface,Sailune/CharacterTimelineProjectionView.swift,196,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(,fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0493,dialog,Sailune/CharacterTimelineProjectionView.swift,204,9,.alert(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".alert(""事件顯示狀態無法儲存"", isPresented: Binding(",fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0494,button,Sailune/CharacterTimelineProjectionView.swift,207,14,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,)) { Button(SailuneActionCopy.acknowledge) { saveErrorMessage = nil } } message: {,fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0495,copy,Sailune/CharacterTimelineProjectionView.swift,207,21,SailuneActionCopy.acknowledge,已共用,使用或定義集中操作文案。,)) { Button(SailuneActionCopy.acknowledge) { saveErrorMessage = nil } } message: {,fa8e28c540f43f632bb45afbd3eb884bd50733ce627ac426ab587b43ba759cd7
V9-0496,surface,Sailune/ContentView.swift,96,21,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color(nsColor: .windowBackgroundColor), in: RoundedRectangle(cornerRadius: 10, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0497,surface,Sailune/ContentView.swift,136,21,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color(nsColor: .windowBackgroundColor), in: RoundedRectangle(cornerRadius: 12, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0498,surface,Sailune/ContentView.swift,146,21,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color(nsColor: .windowBackgroundColor), in: RoundedRectangle(cornerRadius: 12, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0499,copy,Sailune/ContentView.swift,219,25,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""書櫃還沒有小說"", systemImage: ""books.vertical"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0500,symbol,Sailune/ContentView.swift,219,42,"systemImage: ""books.vertical""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Label(""書櫃還沒有小說"", systemImage: ""books.vertical"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0501,copy,Sailune/ContentView.swift,221,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""建立第一本小說，立即開始寫作。"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0502,button,Sailune/ContentView.swift,223,25,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""建立第一本小說"", systemImage: SailuneSymbol.add.systemName) { showingNewBookSheet = true }",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0503,copy,Sailune/ContentView.swift,223,25,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""建立第一本小說"", systemImage: SailuneSymbol.add.systemName) { showingNewBookSheet = true }",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0504,symbol,Sailune/ContentView.swift,223,56,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Button(""建立第一本小說"", systemImage: SailuneSymbol.add.systemName) { showingNewBookSheet = true }",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0505,button_style,Sailune/ContentView.swift,224,29,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderedProminent),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0506,symbol,Sailune/ContentView.swift,234,58,SailuneSymbol.search,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"ContentUnavailableView(""找不到書籍"", systemImage: SailuneSymbol.search.systemName)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0507,copy,Sailune/ContentView.swift,264,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""尚無\(status.rawValue)作品"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
