file,sha256,lines,top_level_declarations,status,evidence_or_reason
Sailune/V5SettingModels.swift,d10b679d8bdd2818705e869c72772e98507e28831137ec4ade171a178bd7c432,2981,SidebarSettingKey | WorldTermCategory | WorldTermContentGuidance | V5SettingsSchemaV1 | V5SettingsSchemaV1 | BookSidebarSetting | PowerUnit | PowerSubordination | Place | WorldTerm | V5SettingsSchemaV2 | V5SettingsSchemaV2 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | Place | WorldTerm | V5SettingsSchemaV3 | V5SettingsSchemaV3 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | Place | WorldTerm | V5SettingsSchemaV4 | V5SettingsSchemaV4 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | Place | WorldTerm | V5SettingsSchemaV5 | V5SettingsSchemaV5 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | PowerMember | Place | WorldTerm | V5SettingsSchemaV6 | V5SettingsSchemaV6 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | PowerMember | Place | WorldTerm | V5SettingsSchemaV7 | V5SettingsSchemaV8 | V5SettingsSchemaV9 | V5SettingsSchemaV10 | V5SettingsSchemaV11 | V5SettingsSchemaV12 | V5SettingsSchemaV12 | Place | BookMap | BookMapVersion | MapPlacement | MapCatalogProfile | V5SettingsSchemaV13 | V5SettingsSchemaV13 | MapPlacement | V5SettingsSchemaV11 | Place | V5SettingsSchemaV10 | PowerRelationKind | PowerRelation | V5SettingsSchemaV7 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | PowerMember | Place | WorldTerm | V5SettingsSchemaV8 | BookSidebarSetting | PowerLevel | PowerUnit | PowerSubordination | PowerMember | PowerAssetKind | PowerAssetLink | PowerAdvantageKind | PowerAdvantage | Place | WorldTerm | V5SettingsSchemaV9 | BookSidebarSetting | PowerLevel | PowerUnit | PowerExistenceStatus | PowerSubordination | PowerMember | PowerMembershipStatus | PowerRoleStatus | PowerMemberRole | PowerLifecycleKind | PowerLifecycleEvent | PowerTransitionKind | PowerSuccessionLink | PowerAssetKind | PowerAssetLink | PowerAdvantageKind | PowerAdvantage | Place | WorldTerm | V5SettingsMigrationPlan | PowerWorldTermField | PowerDetailError | V5SettingsStore,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/V5SettingsSearch.swift,f85e9d64f474287ba60215b0ec458f8ae1de37416c9e90749fb9aedddc98fa79,26,V5SettingsSearch,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Volume.swift,322914b3fc2c0ba8a3363be01b414fc4be8f8a6f2a7ead68192f16b36af73779,33,Volume,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/WritingReferenceScanner.swift,80de571ddd48a47b02951d64690094dcfb10076dbf01112a08830c0b016a5931,111,WritingReferenceScanner | InspectorSectionNameMatcher,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
SailuneTests/CharacterDetailPreviewTests.swift,649a30546dff1e7d9a755bc646f90b74256f67694d606c309c33a1dc2be7f049,131,CharacterDetailPreviewTests,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
SailuneTests/EditorSettingSelectionTests.swift,85fe11a3d254087e8cbc41d90145ff9a1c4aeaa6e04378a57e9e98d0c4dcd2d4,119,EditorSettingSelectionTests,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
SailuneTests/ItemV3Tests.swift,2ab3e1ab2478924c1b91fe09f85ec04e2afc96fcbf69ec33290692c924b031d0,1422,UndoGroupingProbe | ItemV3Tests | Data,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
SailuneTests/MapV7Tests.swift,60c6daf85b02bfdb29809691d586e70764dd5d865b2399f6f7c8cee0f68f84ae,690,MapV7Tests,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
SailuneTests/SailuneAITests.swift,469717b99ef6198b2091a1afd149320bed09ef706fa61715eb7de6dbac0662db,329,SailuneAITests | MockGeminiURLProtocol | MockAIURLProtocol | PendingAIURLProtocol | UnavailableAIURLProtocol,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
SailuneTests/V42OutlineTests.swift,cb6411d2379140e794220da504c77b44e6e4b2166de2bc943d763be390ae1209,1644,V42OutlineTests,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
SailuneTests/V5SettingsTests.swift,0537d7c61df9e9d0a6813252b5f2c1172b24c761b4acff2df4b6c3c9b765ffe0,1445,V5SettingsTests,合理例外,獨立測試目標；保留測試資料／隔離清理責任，不以正式 UI 元件規則機械替換。
