file,sha256,reviewed_status,evidence_and_reason,disposition,verification_state
Sailune/TimelineEraManagementViews.swift,396f354beb59cdac5c24620e325f5619bc83c7a349a769f960ad514fe4a7d63d,合理例外,"同一畫面或領域目錄的視圖集合；頂層宣告：EraManagerPopover, EraRow, EraChangePopover, EraEditPopover",暫保留領域組合；若 callsite 審查證實跨職責重複，按既有 ID 提出分離。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
Sailune/TimelineOutlineSourceProjection.swift,40166704459f40b0d2035690c95021374a2ac797951b3234fe6392478d586022,合理例外,單一共用或純投影／匹配職責；頂層宣告：TimelineOutlineSourceProjection,保持專責檔；對外呼叫在固定命中清單逐項審核。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
Sailune/TimelineViews.swift,16314b98484ce29e0848159f71208758fc7a70f701197cff94b72c280cdd419a,待共用,時間軸導航、卡片、事件列、建立、綁定與節點彈窗共置；已有投影檔，需核對剩餘視圖責任與共享狀態。,需要責任審查；只有確認同一檔存在可分離職責且保留外部行為時才分檔。,來源宣告與職責初審；跨檔依賴及行為驗收待完成
Sailune/UnlinkedReferenceReviewView.swift,dbd714faa22a76029bfc5f7d788dcbda93fcec34455eca9acc6dae7e19942fd2,合理例外,同一畫面或領域目錄的視圖集合；頂層宣告：UnlinkedReferenceReviewView,暫保留領域組合；若 callsite 審查證實跨職責重複，按既有 ID 提出分離。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
Sailune/V5DataCleanup.swift,95ff5686fa8a054a87e0aa8765dd6b2bd18c19b9f4f5935fa4280a4030d4b016,合理例外,版本化資料契約／修復專責；頂層宣告：V5DataCleanup,保留 schema／遷移／修復佈局，除非有獨立相容性證據；不可為縮檔改資料。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
Sailune/V5SettingModels.swift,d10b679d8bdd2818705e869c72772e98507e28831137ec4ade171a178bd7c432,待共用,歷代 SwiftData schema、migration、領域模型和 V5SettingsStore 共置；先鎖定 schema／migration 相容性，再審可分離的現行 Store 責任。,需要責任審查；只有確認同一檔存在可分離職責且保留外部行為時才分檔。,來源宣告與職責初審；跨檔依賴及行為驗收待完成
Sailune/V5SettingsSearch.swift,f85e9d64f474287ba60215b0ec458f8ae1de37416c9e90749fb9aedddc98fa79,合理例外,單一共用或純投影／匹配職責；頂層宣告：V5SettingsSearch,保持專責檔；對外呼叫在固定命中清單逐項審核。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
Sailune/Volume.swift,322914b3fc2c0ba8a3363be01b414fc4be8f8a6f2a7ead68192f16b36af73779,合理例外,單一領域模型／引擎或簡短封裝；頂層宣告：Volume,保留領域專責；不因行數或檔名強制抽象。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
Sailune/WritingReferenceScanner.swift,80de571ddd48a47b02951d64690094dcfb10076dbf01112a08830c0b016a5931,合理例外,"單一共用或純投影／匹配職責；頂層宣告：WritingReferenceScanner, InspectorSectionNameMatcher",保持專責檔；對外呼叫在固定命中清單逐項審核。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/CharacterDetailPreviewTests.swift,649a30546dff1e7d9a755bc646f90b74256f67694d606c309c33a1dc2be7f049,合理例外,測試 fixture／案例集合；頂層宣告：CharacterDetailPreviewTests,測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/EditorSettingSelectionTests.swift,85fe11a3d254087e8cbc41d90145ff9a1c4aeaa6e04378a57e9e98d0c4dcd2d4,合理例外,測試 fixture／案例集合；頂層宣告：EditorSettingSelectionTests,測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/ItemV3Tests.swift,2ab3e1ab2478924c1b91fe09f85ec04e2afc96fcbf69ec33290692c924b031d0,合理例外,"測試 fixture／案例集合；頂層宣告：UndoGroupingProbe, ItemV3Tests, Data",測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/MapV7Tests.swift,60c6daf85b02bfdb29809691d586e70764dd5d865b2399f6f7c8cee0f68f84ae,合理例外,測試 fixture／案例集合；頂層宣告：MapV7Tests,測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/SailuneAITests.swift,469717b99ef6198b2091a1afd149320bed09ef706fa61715eb7de6dbac0662db,合理例外,"測試 fixture／案例集合；頂層宣告：SailuneAITests, MockGeminiURLProtocol, MockAIURLProtocol, PendingAIURLProtocol 等",測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/V42OutlineTests.swift,cb6411d2379140e794220da504c77b44e6e4b2166de2bc943d763be390ae1209,合理例外,測試 fixture／案例集合；頂層宣告：V42OutlineTests,測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
SailuneTests/V5SettingsTests.swift,0537d7c61df9e9d0a6813252b5f2c1172b24c761b4acff2df4b6c3c9b765ffe0,合理例外,測試 fixture／案例集合；頂層宣告：V5SettingsTests,測試檔依測試領域保留；測試資料清理與個別案例另依 failure_path ID 核對。,來源宣告與職責初審；相關行為仍依固定呼叫點驗收
